id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
26274584,Private room 1,9509884072,verified,Amoyiem,Bronx,Allerton,40.86958,-73.84872,United States,US,FALSE,moderate,Private room,2004,1000,200,2,1,6/23/2019,1,2,4,90,,
25363289,The Power Tower,24197826094,verified,Hank,Manhattan,Harlem,40.80536,-73.95469,United States,US,TRUE,flexible,Private room,2016,431,86,1,3,7/1/2019,2,2,3,336,smoke-free campus.,
36081223,Luxury and comfort,56661123886,unconfirmed,Rushella,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94791,United States,US,TRUE,flexible,Private room,2007,339,68,3,3,10/1/2021,0.07,5,1,0,,
50000840,Cozy convenient Williamsburg bedrm!,15176493327,verified,S.A.,Brooklyn,Williamsburg,40.7065,-73.95568,United States,US,FALSE,strict,Private room,2003,901,180,3,76,6/21/2019,2.24,5,2,89,No Smoking No Pets,
48046802,Convenient Room Near Subway and Central Park!,94506930967,unconfirmed,Fernando,Manhattan,Harlem,40.80513,-73.95445,United States,US,TRUE,flexible,Private room,2003,282,56,1,40,5/7/2017,1.02,3,,115,"Events and parties YES...   but NON SMOKERS only and this is a ""quiet"" house -- so no bachelor parties, or large graduation parties.    Check out is at 11am.      The apartment is completely private as is the patio...   The laundry room and mail room are both off the common foyer..    Your private foyer is down a flight of stairs leading to your apartment an the mechanical room.   Please keep (SENSITIVE CONTENTS HIDDEN) TV, HULU,  Blu Ray DVD and music at a reasonable level between 7am and 11pm.      Maximum of two guests.   It's not possible to bring in an air mattress.   Sleeping in a car in the parking space is also not possible.     -- No smoking, pets, or (loud) parties.  158 is a Quiet building w Quiet Zones.. suitable for professionals, work at home, study, research.  There are events at Christmas and occasional meet-and-greets -- scheduled in the afternoon and early evening -- late night entertainment is easy at Sister Sorel, or 647 Tremont just steps away -- some restaurant's ",
39633064,Prime Williamsburg location with private deck,79384808853,verified,Suzanne,Brooklyn,Williamsburg,40.70773,-73.9566,United States,US,FALSE,strict,Private room,2014,1167,233,2,32,8/19/2017,0.4,3,1,0,,
49697627,Cozy private studio,88201703912,verified,Mihaela,Queens,Maspeth,40.72145,-73.90802,United States,US,TRUE,strict,Entire home/apt,2019,909,182,4,93,6/21/2019,2.69,2,1,198,"Please be mindful of others, no loud music and please be clean and keep the place in great condition, as you found it. Any question  or problem, or immediate need you may have, please send me a message or call me, and I would solve it ASAP.",
52329337,1BR Apartment on UWS!,50990576460,unconfirmed,Sush,Manhattan,Morningside Heights,40.80878,-73.95777,United States,US,FALSE,moderate,Entire home/apt,2021,490,98,10,5,5/4/2019,0.31,2,1,0,"Shoes off at entry. Please NO SMOKERS or smoking on premises.  No loud music or loud voices on deck out of concern for neighbors.  Dispose of trash in receptacles rear of building.  Max 2 guests to share guest bedroom, SOFA IS NOT AN EXTRA BED.  Please NO VISITORS in unit beyond approved Air BND guests.  No use of fire place.  No cleaning fee, please clean dishes and dispose of smelly trash.  Thank you!!! :-)",
48763135,"Pleasant, peaceful & charming apt",88183168906,verified,C-Van,Manhattan,East Harlem,40.7885,-73.9494,United States,US,FALSE,moderate,Entire home/apt,2013,944,189,30,12,11/6/2018,0.35,4,2,332,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
45712783,Private room in Brooklyn,21717642027,verified,Cyndi,Brooklyn,Bedford-Stuyvesant,40.69601,-73.96036,United States,US,FALSE,strict,Private room,2013,93,19,90,0,,,5,1,365,,
5353460,Charming Brownstone apartment in Brooklyn,43858953496,verified,Poppy,Brooklyn,Bedford-Stuyvesant,40.68245,-73.91951,United States,US,TRUE,moderate,Entire home/apt,2015,817,163,3,106,7/5/2019,2.28,2,1,81,#NAME?,
28712436,1 Comfortable Room in Queens Ny,73009724925,verified,Shirley Caterine,Queens,Flushing,40.74550562,-73.82915994,United States,US,FALSE,flexible,Private room,2019,536,107,1,3,3/1/2022,3,4,1,6,,
3832978,"spacious, quiet room w/private bath: BK brownstone",33090239780,unconfirmed,Emily,Brooklyn,Bedford-Stuyvesant,40.68769,-73.95333,United States,US,FALSE,flexible,Private room,2005,993,199,2,3,8/8/2016,0.06,4,1,13,No smoking No pet allowed,
27674112,House by the beach side,59813406551,verified,Nikky,Queens,Edgemere,40.59309,-73.77958,United States,US,TRUE,strict,Private room,2012,1016,203,1,2,7/6/2019,2,5,1,363,,
52153153,Habitacion de renta para 2,13966721601,verified,Jennifer,Bronx,Norwood,40.88007,-73.87326,United States,US,TRUE,strict,Private room,2015,110,22,5,4,6/17/2019,0.26,4,2,324,"Please no parties, guests, and loud noise past 11p out of respect for neighbors and my roommates. Please no smoking inside the building. If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",
25767020,Quirky 1 BR / Studio in Heart of East Village,18861220282,verified,Greg,Manhattan,East Village,40.72592,-73.98701,United States,US,FALSE,strict,Entire home/apt,2007,247,49,2,1,5/26/2019,0.68,5,1,0,,
18725195,Tribeca Luxury Doorman Apartment with Park Views,96891422235,unconfirmed,YuJin,Manhattan,Tribeca,40.71809,-74.01205,United States,US,TRUE,flexible,Entire home/apt,2006,1094,219,1,9,3/30/2019,0.64,3,1,44,,
24853516,Brooklyn Brownstone — BedStuy Garden Apartment,1761093987,verified,Linda,Brooklyn,Bedford-Stuyvesant,40.69081,-73.93025,United States,US,TRUE,moderate,Entire home/apt,2006,696,139,2,10,7/4/2019,4.92,4,8,270,There is no parking on my street for guests. You must park on the adjacent streets. No Smoking in the unit.  We have a dog named Daphne so no other pets allowed. We are an active family and might not be available during your stay. Lock the door when you come and go. Leave the room as you found it. Let me know if you have any issues or questions.,
18072377,"Room #2 Near JFK airport, Race-Track, Casino.",83695941007,unconfirmed,Gregorio,Queens,South Ozone Park,40.67393,-73.82003,United States,US,TRUE,moderate,Private room,2016,580,116,1,124,6/19/2019,7.98,3,3,160,- We are young professionals who like to keep our home neat and quiet. We'll likely be working from home at times during your stay and we ask you to respect us the same way we'll respect you. No shoes from outside worn inside the house (indoor shoes are okay). No smoking. No pets.,
11993211,"Privacy, comfort, style in the heart of Park Slope",83577553259,unconfirmed,Helen And Alfred,Brooklyn,Park Slope,40.67192,-73.97733,United States,US,FALSE,flexible,Entire home/apt,2010,657,131,3,104,6/25/2019,3.28,3,1,262,,
24466354,Huge cozy room in Upper Manhattan,98584116990,unconfirmed,Fatou,Manhattan,Washington Heights,40.83713,-73.94827,United States,US,TRUE,moderate,Private room,2006,382,76,3,0,,,5,1,87,,
35553224,Queens village cozy apartment,22960117844,unconfirmed,Augustine,Queens,Queens Village,40.72733,-73.73571,United States,US,FALSE,flexible,Entire home/apt,2017,913,183,7,21,11/8/2021,1.41,5,1,179,,
25790769,Prime apt in the heart of the LES,30534082681,unconfirmed,Helee,Manhattan,Lower East Side,40.71967,-73.9853,United States,US,TRUE,flexible,Entire home/apt,2013,200,40,5,0,,,4,1,0,Please take care of my space and things.,
30170508,"Cozy & Spacious 3bdrm Long Stays & Business SI, NY",39579302759,unconfirmed,Fernando,Staten Island,Howland Hook,40.62468,-74.16731,United States,US,TRUE,flexible,Entire home/apt,2005,319,64,2,67,2/20/2022,2.35,4,1,331,,
25798501,Perfect Spot Between Bryant Park and Times Square,93514294895,unconfirmed,Hotel Mela,Manhattan,Theater District,40.75679,-73.98726,United States,US,TRUE,flexible,Private room,2007,1046,209,1,2,6/15/2019,2,3,7,300,"No smoking please, no pets to protect our hardwood floors. Children under 18 to be supervised at all times. Bedroom accommodates only 2 people.   This is a historic Victorian on three levels. There is no elevator in the building or inside so please note if you have a mobility issues",
50760252,1BR apartment one block from Columbia U and subway,59994633757,unconfirmed,Samer,Manhattan,Morningside Heights,40.80724,-73.96348,United States,US,FALSE,strict,Entire home/apt,2022,368,74,2,1,1/4/2017,0.03,2,1,0,,
6646394,Large Room Close to NYC,1412150102,verified,Caitlin,Queens,Sunnyside,40.74447,-73.92547,United States,US,TRUE,strict,Private room,2007,277,55,1,1,9/9/2015,0.02,1,1,208,"No parties, smoking or pets. Feel free to enjoy the location and space, just be respectful, thank you! (My doorman will know if you are bringing people up to the apartment.)",
39885465,Huge Sunny Loft w Patio + Charm,93547823448,unconfirmed,Elise,Brooklyn,Bedford-Stuyvesant,40.68753,-73.95851,United States,US,TRUE,moderate,Entire home/apt,2003,715,143,30,26,5/20/2019,0.38,3,1,205,,
46682621,GREEN  OASIS,11867884289,verified,,Brooklyn,East Flatbush,40.65556,-73.92926,United States,US,TRUE,moderate,Private room,2013,410,82,3,10,5/31/2019,0.45,4,7,341,"This place is about enjoying good times and the views, great place to take it all in. This is not a good set-up for children ages 1-13.",
17295291,59th Street,59779761920,verified,Tobey,Manhattan,Midtown,40.7601,-73.96356,United States,US,FALSE,strict,Entire home/apt,2013,1011,202,30,1,3/26/2018,0.06,2,1,177,"Guests are to clean after themselves after bathroom, kitchen, dinning, bed rooms and living room use. No smoking is allowed in the apartment. No pets are allowed Keys are to be returned where designated post reservation stay. Any damages to the property or its contents must be reported immediately",
22081522,Brooklyn Cosy Daybed,28295651287,unconfirmed,Mario,Brooklyn,Crown Heights,40.66844,-73.95857,United States,US,FALSE,moderate,Shared room,2017,424,85,2,0,,,3,1,0,,
8684934,Stylish Bedroom (16 min from TIMES SQUARE),62983623490,unconfirmed,John,Manhattan,Harlem,40.82385,-73.94687,United States,US,TRUE,flexible,Private room,2020,1196,239,2,86,6/22/2019,2.43,5,3,73,Please be respectful of our home!,
25282101,HUGE Dumbo apartment with private rooftop!,43812447841,unconfirmed,Nathan,Brooklyn,DUMBO,40.70315,-73.99424,United States,US,TRUE,strict,Entire home/apt,2014,402,80,2,2,4/29/2019,0.79,2,1,0,#NAME?,
40163272,Dope Williamsburg Apartment,35456655713,verified,Ange,Brooklyn,Williamsburg,40.71215,-73.95637,United States,US,TRUE,strict,Private room,2007,253,51,3,23,5/6/2019,0.32,5,1,159,,
41957143,Bright 1b on quiet Williamsburg street,97705298794,verified,Alison,Brooklyn,Williamsburg,40.71177,-73.96464,United States,US,TRUE,strict,Entire home/apt,2006,754,151,3,4,7/1/2019,0.88,3,1,8,,
29202879,New 2bd with back yard in Crown heights,12968586671,unconfirmed,Eran,Brooklyn,Crown Heights,40.672,-73.93283,United States,US,TRUE,moderate,Entire home/apt,2008,826,165,1,33,2/27/2022,3.57,5,1,337,,
7042393,One Room in Murray Hill / Midtown,86853673278,verified,Sarah,Manhattan,Murray Hill,40.7465,-73.97734,United States,US,TRUE,flexible,Private room,2019,572,114,5,2,10/10/2015,0.04,3,1,248,"You're welcome to use our kitchen, we just ask that you clean up when you're done. There is no smoking, including on the porch.  If you use our frying pans, please use only wood or silicone utensils on them and clean only with the soft side of the sponge.  Please be careful when coming and going not to let the cat out. She can get very curious when the door's open.",
21158077,Cozy Private Room,31654042770,verified,Igam,Brooklyn,Gravesend,40.59075,-73.98359,United States,US,TRUE,flexible,Private room,2005,985,197,2,10,12/30/2018,1.11,5,2,0,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",
51256770,!!!Living&Working. Beautiful Coliving on Flatbush,98004194700,verified,Valentin,Brooklyn,East Flatbush,40.64513,-73.9488,United States,US,FALSE,flexible,Shared room,2006,894,179,30,3,6/20/2018,0.13,2,,365,,
19200173,Greenwich Village - BEST NEIGHBORHOOD,22046015588,verified,Simon,Manhattan,Greenwich Village,40.72935,-74.00156,United States,US,FALSE,flexible,Entire home/apt,2003,267,53,3,3,7/26/2018,0.24,5,1,0,,
24112330,Wonderful 1 Bedroom Apartment (Washington Sq Park),84497105730,verified,Michael,Manhattan,Greenwich Village,40.72927,-74.00003,United States,US,TRUE,flexible,Entire home/apt,2021,666,133,30,1,3/2/2019,0.23,5,1,89,,
57328756,Mom Room,39237550110,unconfirmed,Julio,Brooklyn,Bushwick,40.69391,-73.92469,United States,US,FALSE,flexible,Private room,2013,606,121,5,23,6/19/2019,0.84,3,4,337,,
13727433,Comfy Wall Street Apartment,46973711112,unconfirmed,Allie,Manhattan,Financial District,40.70586,-74.00875,United States,US,FALSE,moderate,Private room,2016,115,23,1,3,6/4/2017,0.12,1,1,0,,
13249141,"New 1 Bedroom, Clean, Modern Apartment",57359219339,verified,Narina,Manhattan,Harlem,40.81217,-73.94056,United States,US,TRUE,strict,Entire home/apt,2004,438,88,3,80,6/24/2019,2.92,5,2,268,"Please feel to use the kitchen, laundry, etc. I take great pride in keeping my things nice, so please be respectful and we will be all set :)",
1630406,Best double Room all included wifi,79906935699,unconfirmed,Edward,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,United States,US,TRUE,moderate,Private room,2009,182,36,2,22,5/20/2019,0.26,2,4,41,"Just be respectful, that's really all I ask.  I love my home and hope you do too. No smoking inside, please smoke on the stoop.  No pets please.",
11301179,Beautiful loft apt. on quiet Bed-Stuy block,14792655018,verified,Valentina,Brooklyn,Bedford-Stuyvesant,40.68112,-73.9302,United States,US,FALSE,moderate,Entire home/apt,2015,401,80,3,59,6/22/2019,1.73,5,1,57,,
53986237,New York Home in the Heart of Harlem,52198624623,unconfirmed,Sharlee,Manhattan,Harlem,40.82314,-73.94245,United States,US,FALSE,moderate,Private room,2016,213,43,2,13,4/21/2019,1.08,2,1,23,"We are in a neighborhood where families and people live, so we expect respect to all our rules that imply not disturbing the neighbors around us. We don't allow smoking ( any kind of smoking including cigars, or anything else) in the unit or outside ( meaning at the door). If there is smell of cigarette or any other type of smell in the apartment  such as in bedding, furniture, etc. we will discount the complete security deposit, no exceptions.    Excessive cleaning from misuse of the place will have extra cleaning charges. We don't allow loud music or noise that will bother our neighbors.  We are happy to host people who will treat this unit as an apartment not as a hotel room.  **We are in the city so some noise from the streets, traffic, people, and other noise out of control might be heard but can't have any liability over the noise that might occur.",
5338548,The Hub for Two,61130670467,unconfirmed,Kathryn,Brooklyn,Bedford-Stuyvesant,40.68459,-73.93985,United States,US,FALSE,strict,Entire home/apt,2021,768,154,2,127,6/27/2019,3.88,4,3,274,,
37037254,Comfy private room with new interior!!,39275207662,unconfirmed,Vlada And Alex,Brooklyn,Williamsburg,40.70684,-73.94315,United States,US,TRUE,flexible,Private room,2020,500,100,30,2,6/25/2021,0.14,3,6,6,,
46255693,Bright Room in the great neighborhood ofPark Slope,1108807386,verified,Reina,Brooklyn,Windsor Terrace,40.6582,-73.98235,United States,US,TRUE,strict,Private room,2022,1106,221,1,109,6/29/2019,4.99,5,7,258,,
17340027,1 Large bedroom in Murray Hill,47891780918,verified,Adil,Manhattan,Murray Hill,40.74476,-73.9755,United States,US,FALSE,flexible,Private room,2005,140,28,15,0,,,5,1,0,"No smoking in apartment, foyer,  or outside building.  No parties. No pets. Quiet and respectful of our neighbors.  ",
46080062,Private comfy bedrm & bath Brookly NY,2919513958,unconfirmed,Maria,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95377,United States,US,TRUE,strict,Private room,2014,1094,219,3,0,,,2,1,0,Please make sure the front house doors are locked when leaving. Please return keys to lock box upon check-out. Please limit use of the 2nd floor resident's bathroom to nighttime breaks only. The back areas of house are being renovated and are off-limits.,
9871826,"Cosy, neat 1bed apt 5mins to Central Pk & Columbia",6438192433,unconfirmed,Robbie,Manhattan,Upper West Side,40.80121,-73.96277,United States,US,TRUE,flexible,Entire home/apt,2011,452,90,10,2,5/21/2018,0.09,1,1,98,"Enjoy our home and your visit to this wonderful city! We ask that you respect our home and neighbors as you would your own.   Please no smoking in the house, no pets, no large social gatherings.",
57254196,1 bedroom apt in 2 bridges/Chinatown,36691687040,verified,Pierre,Manhattan,Civic Center,40.71264,-73.99893,United States,US,FALSE,flexible,Entire home/apt,2020,585,117,2,12,3/15/2019,0.43,2,2,8,,
46437400,Awesome Privat Room+Privat bathroom in Bushwick,27659585904,unconfirmed,Vivian,Brooklyn,Bushwick,40.69521,-73.90959,United States,US,FALSE,flexible,Private room,2005,1119,224,7,0,,,2,1,0,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",
52509386,Newly renovated room for two/20mins to Manhattan,10958871498,unconfirmed,Joey,Queens,Ridgewood,40.69704,-73.90576,United States,US,TRUE,moderate,Private room,2005,838,168,1,14,5/1/2019,0.88,4,7,64,"(website hidden) intentional damage is done to the boat or its contents.  (website hidden) charges are incurred due to contraband, pets or collection of rents or services rendered during the stay. 3.All debris, rubbish and discards are placed in the properly bagged, and soiled dishes are placed cleaned. 4.All keys are left on the kitchen table and unit is left locked. (website hidden) linens are lost or damaged. (website hidden) Early check-in or late check-out, unless approved in advance. 5.PAYMENT - An advance payment equal to 50% of the total is required when the reservation is confirmed. The balance is due one month before your arrival date. Please make payments in the form of credit card (Mastercard or Visa). We do not accept payments in the form of traveler's checks, bank money orders, cashiers checks or personal checks. 6.CANCELLATIONS - A sixty (60) day advance notice is required for cancellation. Cancellations that are made more than sixty (60) days prior to the arrival date w",
